,count,hate_speech,offensive_language,neither,class,tweet
12268,3,1,2,0,1,Its not often you see the words disingenuous, egregious, and cunt filth all in one sentence and properly used. #points
12269,3,0,3,0,1,Its official. I leave America January 3rd. See ya bitches in February.
12270,3,1,2,0,1,Its ok to tell a nigga he trash and a feature will never happen fam.
12271,6,1,5,0,1,Its one thing to be a hoe, but a ratchet hoe? Bitch please, take a seat --&gt; _/
12272,3,0,2,1,1,Its only 9:12 AM here but Im about to pour up some pineapple ciroc blast this Future mixtape at maximum levels because bitch Im in Vegas
12273,3,0,3,0,1,Its only a few real bitches I know.
12274,3,0,3,0,1,Its out b day bitches!!! @koleworld4 http://t.co/IuKRTw2icw
12275,3,0,2,1,1,Its pretty much been confirmed that I have the BEST bitch face on the planet.
12276,3,0,3,0,1,Its really a bitch when youre trying to make a difference to someone else, and they intentionally make a point to make you feel like shit.
12277,3,0,3,0,1,Its scheduled up already, tho #bitches&gt; #BryanCranston&gt; One tweet and hes got #JoePesci out there making fun of #stolenbases&gt; #BASEBALL
12278,3,0,0,3,2,Its scientifically proven that no one can not cry at least once while watching Charlie St. Cloud.
12279,3,0,2,1,1,Its so scary hoe Annabella does everything I do , she acts just like me
12280,3,2,1,0,0,Its so shady when you bitches talk to guys w/ girlfriends thats so disrespectful to do to another girl
12281,3,0,3,0,1,Its still Spring bitch
12282,3,0,3,0,1,Its still going ... Im gonna start singing cause this nigga got the hoes http://t.co/tBSD5jBjzx
12283,3,1,0,2,2,Its stuff like this that makes black people look retarded. Its not expressing yourself its stupidity http://t.co/MxbGfPvICF
12284,3,0,3,0,1,Its summer bitches
12285,6,0,6,0,1,Its summer bitches.
12286,3,0,3,0,1,Its the 21st century ladies SPOIL YOUR MAN. dont be a snotty stuck up bitch.
12287,3,1,0,2,2,Its the most hillbilly thought ever. A thing is a way ONE TIME or to ONE AUDIENCE and therefore it must be that way always.
12288,3,2,1,0,0,Its this dyke chick cut hair in the barbershop look just like Future
12289,3,0,3,0,1,Its this hoe pics Im looking at she got her ass out in 20pics then got 5 with her son....these hoes crazy
12290,3,1,2,0,1,Its throw it in her throat thursdays so make a ghetto gaggler out of her
12291,3,2,0,1,0,Its time to mock Halftime in America. How bout Wake up America, we have radical leftists running the country. http://t.co/9Eyi0K8w
12292,3,0,3,0,1,Its to many hoes
12293,3,0,3,0,1,Its too early to talk about eating pussy. Who ate ass this week?
12294,3,2,1,0,0,Its unbelievable to me that there are Americans who refused to kill the okies. That means all Americans weak willed trash.
12295,3,1,0,2,2,Its weird but I miss Robertson Screwdrivers :( --&gt; From toque to mickey, ten Canadianisms :: http://t.co/LUFaCmlo20 via @nationalpost
12296,3,0,3,0,1,Its wifey over bitches, but moneys over her, cuz moneys under nothing, my life is such a blur, its not the way it has to go...
12297,3,0,3,0,1,Its winter up this bitch http://t.co/kYYckry6Qk
12298,3,1,0,2,2,Its #ArabSpring Training, Charlie Brown! #rejectedpeanutsspecials
12299,3,0,3,0,1,Its Brittany, bitch
12300,3,0,2,1,1,Its a bitch living in a country where you have two choices for President and fifty choices for Miss America .....
12301,3,0,3,0,1,Its a million bad bitches in this world and you stucc on stupid
12302,6,0,6,0,1,Its a problem, bitch ya better follow me.... I give ya this dick you then won the lottery.....
12303,3,0,3,0,1,Its bros ova hoes but wifey comes before ya bros
12304,3,0,3,0,1,Its cool its str8 i know yall got the WRONG bitch i understand !
12305,6,0,6,0,1,Its crazy hoe we all ken folks im talking all my friends is my family
12306,3,0,3,0,1,Its feeling like wintertime bitches
12307,3,0,3,0,1,Its funny how bitches nag me, they jus mad they cant have me
12308,3,0,3,0,1,Its funny how these hoes will be texting yo phone all day and then 3 days later have a boyfriend
12309,3,0,3,0,1,Its gorg out! RT @@anggxo: This bitch thinks its june or something @BriiiXO http://t.co/mFVCmym
12310,3,0,3,0,1,Its hotter than a fast bitch thighs rubbing together while she running a marathon
12311,3,0,3,0,1,Its like u want me to be the sideline hoe and dat shid aint nvr finna happin while Im well and living fuck dat I rather say fuck
12312,3,0,3,0,1,Its not always good to have haters... sometimes youre just a stupid bitch (._. )
12313,3,0,3,0,1,Its nt that i hate that bitch i just hate the shot he do
12314,3,0,3,0,1,Its obvious the bitch is still immature and havent let go of the past yet. Just face it. You fucked up a good thing
12315,3,0,3,0,1,Its okay to smash one of your homeboys bitches or his girl just as long as you tell him about it afterwards
12316,3,0,3,0,1,Its so many bitches n their friends dont like me ,,, all because of one nigga. A nigga that I will &amp;still have ,..
12317,3,0,0,3,2,Its suppose to be yellow but we dont do yellow  http://t.co/y1hLiBjQmn
12318,3,0,2,1,1,Its the NATURE of birds. YOU LET ONE of them eat---Next thing you know youve invited the entire ecosystem to shit on your car. #SFvsSTL
12319,3,1,2,0,1,Its too early for all this bullshit, fuck all yall hoes lmfao
12320,3,0,3,0,1,Its true though lol RT @jwill252: @No85er_inMe: If your girl think about you, you dont make her pussy jump you aint shit brahlls
12321,3,0,2,1,1,Its uno shawty id drop my imaginary hoes 4
12322,3,0,3,0,1,Its wayyyyy more going on now than 2 have u pushing yo trash ass music right now
12323,3,0,2,1,1,Its what we call #Bitchassness RT @MoeDeloach: If a nicca tell a female another man got mad girls throwin salt that man gay straight up
12324,3,0,3,0,1,Its ya boi popsley da 83ar aka the real meek mills I was on this earth first pussy http://t.co/N8v2johm
12325,3,0,3,0,1,Iv decided to grow my hair, i aint braiding it tho.......straight curls out dis bitch !
12326,3,1,2,0,1,Ive got the best friends a functioning retard could have.
12327,3,0,2,1,1,Ive never seen this part of pussy town before... lolololol the end of this song thoo....
12329,3,0,3,0,1,JJ Watt was on his grown man shit all night.. Now lets get it #Yankees
12330,3,0,3,0,1,Jada Fire has never dropped me for talking to imaginary hoes
12331,3,2,1,0,0,Jai may make an appearance at the party... love that fag
12332,3,0,3,0,1,Jais hate for Jay is completely irrational hahaha I still love Jai though so if he needs someone called a faggot, Ill call someone a fag.
12333,3,0,3,0,1,Jaime dont make me look like a bitch lmao
12334,3,0,3,0,1,Jake gettin all da bitches rn
12335,3,0,0,3,2,Jamaica populated with island hillbillies. Even linguistics are kind of the same, if you sub the accent. Olde English derivatives.
12336,3,0,3,0,1,Jameis Winston got benched for standing on a table and saying Fuck her right in her pussy.
12337,3,0,3,0,1,Jameis tweet RT @MrCOOK_ Fuck her right in the pussy
12338,3,0,3,0,1,James is the biggest bitch in basketball i swear.. fuckin cramps seriously
12339,3,0,3,0,1,Jammin these sad songs, smoking squares thinking bout bitches...
12340,3,0,3,0,1,Japanese babe Maria Ozawa gets her Asian pussy fucked&#160;hard http://t.co/ULDgV82QcN
12341,3,0,3,0,1,Japanese mature cat with spots has her old pussy split wide and filled with hard&#160;cocks http://t.co/49snPMqnMW
12342,3,0,3,0,1,Japanese teen has her trimmed pussy toyed by a green&#160;vibrator http://t.co/jC8AZqu6nr
12343,3,2,1,0,0,Jason admitted youre a stuck up bitch lol, which you are. Think youre so much better than everycunt, naaaaa
12345,3,0,3,0,1,Jax a hoe!
12346,3,0,0,3,2,Jay Z - Takeover U Dont Know LIVE @ Home Home Concert Yankee Stadium: http://t.co/4EuK80uLiS via @YouTube
12347,6,0,6,0,1,Jay-Z got 1 of the baddest EVA that proves men dont really need to look good to pull these hoes want security
12348,3,0,3,0,1,Jazz jumbo dick corporations. Making bitches tap out since 1999
12349,3,0,3,0,1,Jealous ass bitch tryna turn me to a lick but you wont live to see that shit
12350,3,0,3,0,1,Jealous bitches smh
12351,3,0,3,0,1,Jealous niggas usually send the hate threw the bitches
12352,3,0,3,0,1,Jealousy is such a bitch.
12353,3,0,3,0,1,Jealousy will make a bitch do ANYTHING. Thirst will make a nigga do ANYTHING.
12354,3,0,3,0,1,Jean skirt ass hoe
12355,3,0,3,0,1,Jenna came for one pair of shoes. Took two pair four shirts. In case. Her retarded ass is going to work. Lol
12356,4,0,4,0,1,Jenna played the Weeknd Mac just looked at us like theeeese bitches..
12357,3,0,3,0,1,Jenna stays pimpin these hoes
12358,3,2,0,1,0,Jennifer Lawrences nudes sooooo trash. Im still smashin though, no doubt
12359,3,0,3,0,1,Jessie Andrews has the best girl on girl scenes in porn. LOVE the way she makes bitches cum.
12360,3,1,2,0,1,Jet lag a bitch
12361,3,0,0,3,2,Jeter almost broke Yankee stadium
12362,3,0,1,2,2,Jets trash
12363,3,0,2,1,1,Jhene Aiko aint shit but a spiteful side hoe she aint even fine
12364,3,1,0,2,2,Jihadi John beheader of journalist Foley and Sotloff Was Arab Charity Collector http://t.co/RL7F2qV56F via @BreitbartNews
12365,6,2,1,3,2,Jihadi John has struck again. Prayers with the victims families. What is the #bounty on His head? Time 4 him 2 meet allah
12367,3,0,0,3,2,Jihadi pop music debates: yo, bro, did you hear the latest Abu Yasser hit?, No bro, Im totally an Abu Hajar fan #UnderGroundCulture
12368,3,0,0,3,2,Jihadi propaganda ploy:US had Gulf countries publish pics of their pilots 2 deflect Sunnis anger from itself iran http://t.co/pFxYby2c15
12369,3,0,0,3,2,Jihadi rehab needs to account for the unpleasant fact that its the worst behaviors that *attract* participants. http://t.co/nJJGA7S5LQ
12370,3,0,0,3,2,Jihadi streams: British #ISIS fighter identified as Abu Abdurahman Al Britani killed in action. http://t.co/Ksowd8rRCk
12371,3,0,1,2,2,Jihadis Turn Washington National Cathedral Into Mosque For Friday Prayers http://t.co/4AHp4t86bP #lnyhbt #ccot #teaparty #gop #tgdn
12372,3,1,0,2,2,Jihadis are running a claim that the King of #Saudi Arabia died two days ago. Must be the bombs falling on em that r making em hallucinate.
12373,3,0,0,3,2,Jihadis betting on public protests in Britain to force UK gov out of the anti-ISIS coalition http://t.co/5gJSmrfzWJ
12374,3,1,0,2,2,Jihadis circulating a video of the killing by Boko Haram of a Nigerian pilot captured after his helicopter was shoot down
12376,3,0,0,3,2,Jihadis claim to have shot an #Iraq army Mi-35 attack helicopter in Beji identify its pilot by name, rank
12377,3,0,0,3,2,Jihadis identify a man from #Indonesia as the one who carried a massive suicide bombing on Speicher camp #Iraq http://t.co/h1hjHYnbY2
12378,3,0,0,3,2,Jihadis keep on prattling about having shot down today what they think is an Apache helicopter. Maybe it was an Mi-35?
12379,3,0,0,3,2,Jihadis seem to be more upset over the location of the Jedah conference in #Saudi than its purpose #ISIS
12380,3,0,0,3,2,Jihadis specifically asking for international schools in #Saudi to be targeted #RealThreat http://t.co/NV5qbZaviv
12381,3,0,0,3,2,Jihadis taunting America spreading paranoia: tents that appeared in a video of a Daesh training camp near Mosul. http://t.co/GH3EbBfB3t
12383,3,0,1,2,2,Jindal seemed to be having an out-of-body experience enhanced by special brownies
12384,3,0,3,0,1,Jk. Im going to be a pussy about it. I dont want the love of my life seein me all scared and shit.
12385,3,0,1,2,2,Joba Chamberlain looks like a homeless guy that won a contest. #Yankees
12386,3,1,2,0,1,Joe Budden always flexin on average twitter niggas wit his pool parties n bitches, the nigga cant compete wit otha rap niggas
12387,3,0,3,0,1,Joe ripping on a Nobel prize winner while hes not their. What a little bitch #morningjoe
12388,3,0,3,0,1,Joe young gone shoot that bitch
12389,3,0,3,0,1,Joes parties got hoes but its always hot as hell
12390,3,0,2,1,1,John Kerry.... the SELLOUT: http://t.co/SFIRSvDy #neverforget how this pussy screwed our troops in Vietnam. Now hes rewarded. Disgusting.
12391,3,0,3,0,1,John Legend is showin this country bitch up on her own song
12392,3,0,0,3,2,John McCain trashes Jay Carny live on CNN - #Syria #ISIS #Obama http://t.co/ZT690BkTrI
12393,3,0,3,0,1,Johnathan Martin is a straight up pussy. #ManUp
12394,3,0,0,3,2,Johnny Manziel just flipped somebody the bird...
12395,3,3,0,0,0,Johnny Rebel - If I could be a nigger for a day: http://t.co/JPKdkpbjxh
12396,3,2,1,0,0,Johnny Rebel - Quit your bitchin nigger!: http://t.co/uCGhrY7zGe
12397,3,1,2,0,1,Johnny is a punk bitch doe
12398,3,0,3,0,1,Join my crew bitches
12399,3,0,3,0,1,Jon Jones just lost all my respect, turned down a fight like a bitch, hope he loses his next fight now, @JonnyBones
12400,3,0,2,1,1,Jon Stewart takes a crack at stupid teabagger moron Rick Perry and his gay/alcoholism commments http://t.co/fqcWZHMjom
12401,3,0,0,3,2,Jones and Iba&#241;ez are out of gas after giving it their all earlier in the first half. The call-ups should get more playing time #Yankees #MLB
12402,3,0,3,0,1,Jonica look like a hoe from 55th and superior
12403,3,0,3,0,1,Jordan: so Watcha been up to at college
12404,3,0,1,2,2,Jose Soto: Reflections of a former gay teabagger http://t.co/XtMMuzyK
12405,3,0,1,2,2,Josef just pitted. Slight possibility he can make it the remaining 67 laps but I highly doubt it. Will need yellow. #IndyFest
12406,3,0,3,0,1,Josh youre a hoe
12407,3,0,1,2,2,Js on my feet, that song is trash too loll
12408,3,0,3,0,1,Jtfooooo at pussy on fleek
12409,6,0,6,0,1,Juicy J cant say no to ratchet pussy remember?
12410,3,0,2,1,1,Julius Peppers still seems retarded.
12411,3,0,3,0,1,Jump out 2nd floor window cuz Im over my side bitch crib and my girl beatin on the door - Josh Shaw
12412,3,0,3,0,1,Jungle Fever be my favorite movie. Dat white girl love dat colored mans thang. She take it hard and deep. Drive dat girls daddy wild crazy
12413,3,0,3,0,1,Juniors are still pussies
12414,3,0,3,0,1,Jus a D nicca n the A!
12415,3,0,3,0,1,Jus need a bad bitch thats gone always hold me down
12416,3,0,3,0,1,Jus need my nig Mack Wilds to win...fk the award tho
12417,3,1,2,0,1,Jus tired to tell a nicca Young Thug was gah yesterday nicca aint believe me
12418,3,1,2,0,1,Jus waking up and hearing about this lebron sheet , what a dummy . No respect for him , go get ya rings and come back? Real admirable #bitch
12419,3,0,3,0,1,Juss got this hoe. Free so why not? Lop :p http://t.co/TR8b5D7U
12420,3,1,2,0,1,Just a young niggah wit a promised future. @CaseyVeggies
12421,3,0,0,3,2,Just as trash as the others. Fixed none of my issues. RT @SheSeauxSaditty: Naw. RT @GlitteryGlossy: Anyone download ios 8.0.2 yet?
12422,3,0,3,0,1,Just bc your hair is laid or wuteva dont mean nothin. Yo shit gotta smell MARVELOUS dont no nigga want a bitch who smell like burnt weave
12423,3,0,2,1,1,Just because you have a issue and your attorney is out of town doesnt mean you can be a bitch to me. Next time dont get in trouble
12424,3,0,2,1,1,Just bought @Godsmack_Music new release, and to all of you pussies whining about it...STFU. #TurnThatShitUpLouder #Godsmack
12425,3,0,3,0,1,Just called a 65 basketball player out for the fade on twitter cuz dat pussy nigguh live in Georgia. Come get me bitch
12426,3,0,3,0,1,Just cause you be on every party seen dont mean you bad bitch!
12427,3,0,3,0,1,Just cause you got a boyfriend now dont mean you still aint a hoe. Now youre just a hoe with a boyfriend
12428,3,0,1,2,2,Just cleaned my fingernails with a knife. #hillbilly @shanemoses625
12429,3,0,3,0,1,Just cleaned this bitch. #BoyfriendsTruck #Clean #InsideAndOut #Ram1500 #TookForever #NoFliter http://t.co/Bvb0LRisHY
12430,6,0,6,0,1,Just cuz he looked at you doesnt mean he likes you, hoe
12431,3,0,3,0,1,Just dont be looking for no dick later cuz Im not a hoe.
12432,3,0,3,0,1,Just dont be offended! Its a word, youre just a bitch whos looking for something to bitch about.
12433,3,0,3,0,1,Just dropped dat fine ass woman @GingerDemoness. We has da best chicken eva. I spectin some lovin but she a lady and da colored thang
12434,3,0,1,2,2,Just got done taking some photos with brownie #flowcity
12435,3,1,2,0,1,Just got into with some chic in Rallys parking lot bitch speeding through the parking lot and almost hit my niece
12436,3,0,3,0,1,Just got out the gym saw an old black hoe with the coldest body but the hoe had a jerry curl like it was 1978
12437,3,0,3,0,1,Just got rich. Took a broke nigga bitch
12438,3,0,2,1,1,Just got shit on by a bird #blessed
12439,3,0,3,0,1,Just had someone under 25 casually ask me what the FF stood for on my car. R u fking serious  @FooFighters bitch.
12440,3,0,3,0,1,Just hand them the game you zebra jack asses and save us all the trouble of watching
12441,3,0,0,3,2,Just hit 40 in flappy bird.
12442,3,0,3,0,1,Just hold on we goin to the crib bitch
12443,3,0,0,3,2,Just in case the day couldnt get better wifes Rav 4 had a flat and being the redneck I am I put 16 inch rims on it so there goes $200x2
12444,3,0,0,3,2,Just killed 3 birds with 1 stone! Thank God I payed attention in my communication classes
12445,3,0,3,0,1,Just landed in Orlando. The flight was as bumpy as a bitch
12446,3,0,3,0,1,Just lets you know we all self conscious even the pretty bitches
12447,3,0,3,0,1,Just like a bitch. Typical shit. Stepping in place. Elliptical shit. Wizard of hearts. Mythical shit. Watch yourself. Mystical shit.
12448,3,0,3,0,1,Just looked at a news story and thought to myself, Is she fucked up some kinda way? because I am 12% hillbilly.
12449,3,0,3,0,1,Just made that test my bitch
12450,6,0,6,0,1,Just might fuck yo main bitch. Dats just how I feel  http://t.co/oodbPTGV1n
12451,3,0,3,0,1,Just need a bad bitch thats gone always hold me down
12452,3,0,3,0,1,Just need to know what that pussy like so one time is fine with me
12453,3,1,2,0,1,Just once in my life I wanna see someone on family feud look at their family member and say Thats a horrible answer! Are you retarded?.
12454,3,0,3,0,1,Just ordered CHINESE food bitches!
12455,6,0,6,0,1,Just passed my exs neighborhood and came across the thought that, in the end, I was the side bitch.
12456,3,0,0,3,2,Just posted a photo @ Yankee Stadium http://t.co/yFLU32Xh
12457,3,0,0,3,2,Just purchased my first trenta iced coffee....this is a slippery slope
12458,3,0,3,0,1,Just read this instagram profile luv my grls, princesses by birth, bitches by choice yeaaah youre cool.. #tryhard #loser
12459,3,0,3,0,1,Just remember when having standards becomes cool again......im gonna call a lot of you out for staying quiet like a bitch all this time.
12460,3,0,3,0,1,Just said bye to @ParkerWidly. Last time I have to see his bitch ass for four months #ThankGod
12461,3,0,3,0,1,Just said cunt in front of this old lady, I kinda froze, then she yelled YEAH YOU TELL THAT CUNT!
12462,3,0,0,3,2,Just saw a crow gallop across the road. #mmkay #wut
12463,3,0,3,0,1,Just saw a lady that looks like honey boo boos mom. Goddamn that bitch is ugly.
12464,3,0,3,0,1,Just saw the baddest bitch in life walking down the street if she didnt have that Aeropostale shirt on I prolly woulda gamed her ass up
12465,3,0,3,0,1,Just saw wat @DaddySammy24 did to my car -.-t bitch
12466,3,0,3,0,1,Just sayin what up hoe RT @pufntrees: @202SOLE fuck i do to u bitch
12467,3,0,3,0,1,Just seen a dude wearing all black and white outfit with Pyrex shorts. Shes getting some pussy tonight.
12468,3,0,0,3,2,Just seen a pic comparison of Lou Holtz and he grandma off Beverly hillbillies and I cant stop crying tears of unfathomable hilarity.
12469,3,0,3,0,1,Just seen the baddest bitch in tower city... My heart just got warm
12470,3,1,2,0,1,Just smile, bitches love smiling :D
12471,3,0,2,1,1,Just smoked a whole 8th of that Reserve, thanks to my niggah @BlakkHoodie_562
12472,3,0,0,3,2,Just spoke w/ @HispanicLinkNS legend, mentor Charlie Ericksen. Great to catch up w/ those who helped open doors for Latino journos #thankful
12473,3,0,3,0,1,Just start blocking dissenters, you coward pussy. RT@joederosacomedy Patiently awaiting a drop in my Twitter followers. Nothing yet.Oh well.
12474,3,0,3,0,1,Just started my upgrade for the level 2 dark elixer drill! 1,500,000 elixer. That was a bitch to get.
12475,3,0,3,0,1,Just stop being a hoe God dammit bitch it aint that hard
12476,3,0,0,3,2,Just stopped by the line up room @BeaLack still look like a doo wop singer.
12477,3,0,3,0,1,Just straight ignorant bitches #WhereTheyHeadsAt
12478,3,0,3,0,1,Just straight like that. No chaser. And the bitch was a SOLID FIVE ON HER WEDDING DAY MY NIGGA.
12479,3,0,3,0,1,Just tied my right shoe while driving on the freeway if that aint swag bitch then I dont know what is
12480,3,3,0,0,0,Just to get u mad go on your search bar on here and search up stupid niggers hop on somebodys head then mention me lol @stonethegreat23
12481,3,1,2,0,1,Just touch down in Jamaica tryna smoke two acres . Send a nigguh to his makerr
12482,3,0,3,0,1,Just trynna have a bad bitch come thru
12483,3,0,3,0,1,Just unfollowed another crazy bitch. Whos next? lol
12484,3,0,3,0,1,Just wait. The day i get off probation. You know this bitch is gonna be on the moon, and im not gonna come back to Earth for a while.
12485,3,2,1,0,0,Just watched the scene in zero dark thirty where they pop Osamas bitch ass
12486,3,0,0,3,2,Just when Im feeling totally useless in the world (another) baby bird found in need of #TLC Just call me #DrDolittle http://t.co/Trwmr3HG8v
12487,3,0,3,0,1,Just yelled out Damn it reeks of weed in there.(really did) after this stoner fag didnt tip me while a cop was walking by.
12488,3,1,2,0,1,Justin Bieber fakes his permanent bitch face and it bugs the shit out of me.
12490,3,0,2,1,1,K dude seriously Im not retarded, so stop talking to me like I am or Ill start being retarded and make you change my drool cup
12491,3,0,3,0,1,K.Michelle shaped but its FAKE!She pretty but she a manly bitch.And the little mermaid hair just looks foolish.
12492,3,0,3,0,1,K.Michelle talking bout cant raise no man well due bitch he already grown
12493,3,0,0,3,2,KFC biscuits trash now
12494,3,0,1,2,2,KaasPiet,bloemPiet.?lol men weet van gekkigheid niet meer hoe ze simpele oplossing tegen racisme moet maken.Zolang maar blanke beslissing is
12495,3,0,3,0,1,Kae Chris coming for yall bitches as a couple
12496,3,0,3,0,1,Kaetlin is a bitch
12497,3,0,3,0,1,Kangaroo jac ! @WayneL_Jr: A Bitch wit dry weave RT @taelar_bby: Fuck I look like hoe http://t.co/HKmTwgp9ah
12498,3,0,3,0,1,Kanye new video so bitch made mane. Bruh how you gone throw shots a Barrack den come up wit Dat shit
12499,3,3,0,0,0,Kanye west is a faggot
12500,3,1,0,2,2,Kanyeeeeeee is just a yard ape acting idiot!just stupid...
12501,3,0,3,0,1,Kanyes verse on I won is making hoes feel like trophies for real.
12503,3,0,3,0,1,Karlie jus put all these bitches on niggas better start checkin they wheels after yall drop yall bitch off
12504,6,0,6,0,1,Karma a bitch, but she cant figure me out with the shit im doing..
12505,3,0,3,0,1,Karma is a bitch
12506,3,0,3,0,1,Karma is a bitch and usually comes around and goes around right? Or do some people just always catch the lucky breaks?
12507,3,0,3,0,1,Karma is a bitch so baby you will get yours
12508,3,0,2,1,1,Karma is a bitch. The tables will turn even if the person want it to or not. You cant stop it either
12509,3,0,2,1,1,Karma is a bitch... http://t.co/U8uK4v7nwN
12510,4,0,4,0,1,Karma is a bitch? Well just make sure that bitch is beautiful..
12511,3,0,3,0,1,Karma is the biggest bitch youll ever meet, Keep pushing her buttons..........
12512,4,0,4,0,1,Karma is the worst bitch, remember that
12513,3,0,3,0,1,Karma is theeeee biggest bitch
12514,3,0,3,0,1,Karma sure is a bitch. Lol
12515,3,0,2,1,1,Karmas a bitch huh
12516,4,0,4,0,1,Karmas a bitch
12517,3,0,3,0,1,Karmas a bitch I guess you should of loved the old me.
12518,3,2,0,1,0,Karmas a bitch and so are you. Youll be getting along just fine real soon.
12519,3,0,2,1,1,Katey an Voka made the hoes in the background popular....
12520,3,0,3,0,1,Katys grand exit tonight from Firehouse &gt;&gt;&gt;&gt;
12521,3,1,2,0,1,Kawasaki dating a faggot smh
12522,3,0,3,0,1,Kayci and I greet each other by saying hey cunt like it makes me lol
12523,3,0,3,0,1,Keep dem POO hoes off ya TL b....
12524,3,1,2,0,1,Keep doing your thing kid, people why soon realize your a lying faggot
12525,3,1,2,0,1,Keep it G I never fucked a squirter bitch
12526,3,0,3,0,1,Keep it real, Keep it real, Keep it real, Keep it real. Nigga say he fucked my bitch and he couldnt wait to squeal
12527,3,0,3,0,1,Keep it realer than the next bitch no need for u to ever sweat the next bitch indeed
12528,3,0,0,3,2,Keep those away frm Charlie Day RT @JhonenV: Just once in my life Id like for someones favorite part of my body to be my disgusting knees.
12529,3,0,3,0,1,Keep to myself this year bitches reckless
12530,3,0,3,0,1,Kenny lee gotta be da only light skin nicca dat eat Chitlins
12531,3,0,1,2,2,Kentucky Fried cater to da white folk. No colored menu
12532,3,0,2,1,1,Ketchup on tha beat hoe
12533,3,0,3,0,1,Kevin hart 48 bitch
12534,3,0,0,3,2,Khloees new backpack that we colored last night!  http://t.co/tYndjCsq
12535,3,0,3,0,1,Khole Kardashian pregnant by French Montana
12536,3,2,1,0,0,Kick dem fucc niccas out da spot
12537,3,0,3,0,1,Kick down your door and smack that bitch RT @LowKei_: Make me wanna ride past ya house and sit.
12538,3,0,3,0,1,Kick that bitch right in the pussy.
12539,3,0,3,0,1,Kicking bitches out the house like Pam
12540,3,0,3,0,1,Kicking niccas Tf outcha mentions like http://t.co/bEl7uNzgLt
12541,6,0,6,0,1,Kids a bitch
12542,3,0,3,0,1,Kids dont put up with your Mother calling you a thot. She mad because hoe wasnt a cool thing to be called back in her sluttish day.
12543,4,0,4,0,1,Kierstens a bitch. Squid hands, squid hands
12544,3,0,2,1,1,Kill her body with four-play. Her pussy should be so weak from teasing that its impossible to hold back a orgasm during heated sex
12545,3,0,1,2,2,Kill la kill was trash
12546,3,0,3,0,1,Killt dat bitch @SimonSamuels: Shmoney Bitch @SimonSamuels @DevonTracy @thatwayimove https://t.co/lNQdazIjJk
12547,3,1,2,0,1,Killin these niccas n I hate all my ex hoes!
12548,3,0,0,3,2,Killing it at home!  #NBA #pacers #indiana #paulgeorge #hoosiers #basketball #hashtag #winning http://t.co/2qwEPnUx
12549,3,0,3,0,1,Kim K is alright but honestly so many niggas been in that Id rather not.. And Miley got unfollowed that bitch is just strange.
12550,3,2,1,0,0,Kim Kardashian look like a tranny with all that surgery
12551,3,0,3,0,1,Kinda RT @Peachpapayya: U mad friend?? RT @viaNAWF: Fat fucking funky nasty ass hoes
12552,3,0,3,0,1,Kinda just wanna cruise and see if I see that colorful ass bitch walking around. Best believe there will be one less clown on this earth
12553,3,0,3,0,1,Kinda want to spit my gum into some bitches hair.
12554,4,0,1,3,2,King, TI vs tip and that troubleman albums all trash.
12555,3,2,1,0,0,Kip Tokuda, yellow guy working to niggerize the Seattle PD, died. Too bad theres another POS hiding in the wings to replace him.
12556,3,0,3,0,1,Kirk Hinrich going fucking dumb out that bitch
12557,6,0,6,0,1,Kiss IMO this conductor, its 4:30 AM have some courtesy you bitch.
12558,3,0,3,0,1,Kiss imik this bitch just added another 50 seconds to her story I think its a new record.
12559,3,1,2,0,1,Kissing that bitch but she sucking me
12560,3,1,0,2,2,Knock em down wit sum chunky
12561,3,0,3,0,1,Knockin a dent in dis big bitch! FWM everywhere @217Emmanuel. http://t.co/cWhqm47v6t
12562,3,0,2,1,1,Know that karmas TOO REAL, hope you doin cool.. But still stupid ass bitch, I aint fuckin with yoooou.
12563,3,0,3,0,1,Know that the bad bitch got ittt
12564,3,0,2,1,1,Know why birds dont wear pants?
12565,3,2,1,0,0,Know why the ultimate warrior died? God LOVES fag #toosoon ? He was an anti-gay crusader so a little light jokes are necessary
12566,3,0,3,0,1,Know you didnt see it but I know you bitches heard it
12567,3,0,3,0,1,Know you dont like me cause youre bitch most likely does
12568,3,0,3,0,1,Knowing what you want doesnt make you a bitch. It makes you a woman who wont settle for anything less than what she deserves.
12569,3,0,3,0,1,Known to take a nigga bitch real quick
12570,3,1,2,0,1,Kobe Bryant is such a bitch. Grow up pussy.
12571,3,0,2,1,1,Kobe aint no hoe.
12572,3,0,3,0,1,Kobe is fat Im white RT @jwill252: Some people just retarded lol RT @TheTrackMamba: Yall really think Kobe Fat tho??? Give me a break!!
12573,3,1,2,0,1,Kobe to Dwight: You a soft muthafucka, and you a bitch ass nigga! lmaooo
12574,3,0,2,1,1,Krakin this bitch ipem at 12... WHO SIPPIN WIT ME... ELEMENTS http://t.co/lGCM88hsnP
12575,3,0,3,0,1,Kratataaaaa swag bitch
12576,6,0,6,0,1,Kyles a bitch
12577,3,0,3,0,1,L7 niggas will rock anything a bad bitch post post on these social sites.. I just want a nigga to sniff a fart off my ass crack like dope.
12578,3,0,0,3,2,LA M&#193;QUINA
12579,3,0,3,0,1,LA is the only place where you will see some of the baddest bitches in the world ...
12580,3,0,2,1,1,LITERALLY @Al_gatsby: Fat hoes hold a nigga down
