text,isHate
RFT Tweet of the day @HereForEB: If a nigga change on you.. Fuck em .. He was a bitch nigga from day 1,2
RICK TOLD YALL TO GO BACK AND KILLEM ALL! Yall niccas didnt listen,0
RIGHT @Sotyannaxo: The same bitches saying positive vibes are the same bitches making fun of someones weight.,0
RINO trash like @SpeakerBoehner,2
RT !! @6oysLoveKeena: I will never EVER EVER give a nigga my all unless I know for a fact he doing the same . yeen finna play me bitch,0
RT @DestineyDunbar: This shit for the birds .,0
RT @HuffingtonPost: Jane Seymour rocks a bikini at 62 http://t.co/1pUccv8t97 Crazy Aunt Jane is at it again @TheFaithAnne,0
RT @TIMAtheRACER: Wow do we have another faggot? @ShinobiCelsius: TIMAtheRACER wow do we have another Cam hater? lol&gt;&gt; dat dude is nice,2
RT @_ThatGAPeach: alla my niggas hot boys,2
RT @KillAll_Simps: Black bitches think its ok to clap they hands when they getting into an argument,0
RT @05proFESSOR: @idontbekaren @kelseysocrazy .... this is what all of my bitches say hahaha http://t.co/dHK7eU97Dc,0
RT @05proFESSOR: Columbus found America and we killed some injuns #SinceTheCubsWonAWorldSeries,1
RT @07Cannon: Fuck you mean Macklemore trash nigger? http://t.co/NXPjPrhsbu,1
RT @0_oitsCRUNCH: Def a whiny bitch RT @manddddddd: @LawsOfSex: A girl who cries is a girl who cares. Or a whiny bitch,1
RT @0hallis0n: This is J Cole you fucking queer,1
RT @100Band_RELL: All yaw hoes want 2 thing Money Dick,0
RT @10milekid: Hahahaha basic bitches so funny,0
RT @10thAmendment: Jihadi Killed #BrendanTevlin In N.J. W/ At Least 2 Others,1
RT @11_MeLoBaby_7: @100granHman it aint nothin to cut that bitch off ayeeee,0
RT @120Sports: Twitter tipped its cap to say #FarewellCaptain to Jeter in his Yankee Stadium finale. VIDEO: http://t.co/QdldmWBwXJ http://t,0
RT @1Armaun: Hoes get a boyfriend and swear they not a hoe anymore. Bitch Having a boyfriend doesnt erase what happened before him you ...,0
RT @1BigMick: Today I told a woman that she was the quintessential embodiment of sexual femininity. How am I not drowning in pussy?,0
RT @1CaptainDrew: Supp wigga,0
RT @1JohnnyCinco: You cant go wrong with a loyal bitch.,0
RT @1KelliBelle: Needy,0
RT @1Khariz: kim k lil sisters some hoes,0
RT @1MarsB: I might be ugly but my hoes aint trippin,0
RT @1RudeAssNinja: @Yung_N_GettinIt @carleycarllz bro dont argue with these rejected ass Disney models bitches better go play in some food,0
RT @1Smedia: When a hoe gets too friendly with Bae  http://t.co/figgTHzk0L,0
RT @1TRIKOfficial: @ItsNotAdam No prob! Def a good early set energy tool! If you want to tune in,0
RT @1WayHustle: Bitches love niggas that got bitches,2
RT @1WayHustle: I got bitches geekin sneakin cocaina cross the customs - @TheDonIV,0
RT @1deep_williard: @1017_Sqquad: Come out her pussy and go in her ass come out her ass and go in her mouth that way she wont tell nobod,0
RT @1goodlookingman: Bees won,0
RT @1stBlock_Rody: This bitch always in my pocket,0
RT @1stblock_thomas: @1stBlocJeremiah: You know bitches be mad when they be like Im my own #wcw,0
RT @1stblock_thomas: @1stBlocJeremiah @LowworldsFinest Nah boa That nigga Wayne run his mouth like a hoe my girl aint No hoe so Chill wi,1
RT @1stblocklokee: The niggas who just jumped my brother said that dre was in they hood bitch 131st belongs to us imma going to find you bi,0
RT @215_Bub: Dont sweat these hoes they come wit the money,0
RT @215potter: Grown men,0
RT @22duces20: Happy birthday to my little ass cousin who doesnt remember who I am @1NOnlyDirtyMike hope its a good one fag !,4
RT @23Vnds: Check out the homie @renz360 for that sole sauce! That stuff does miracles!!! @renz360 @renz360 http://t.co/EecEzJRx6C,0
RT @275YUNGSIMMIE: I flex it aint no turning down ...take yo bitch fly out of town ... ...Macin stackin ready to get it crackin aint no tu,0
RT @275YUNGSIMMIE: I hate a lying ass bitch,0
RT @2AFight: Muslim Jihadi? Keep Calm and.... http://t.co/iW6HT090s8 #PJNET #tcot #tgdn #ccot #RedNationRising #teaparty #2A #NRA http://t.,0
RT @2Blunts1Jorge: @GinaSanabria_: Im ugly so dont worry about me having hoes.,0
RT @2Live_Que: So yall just gone look past the fact that this bitch sucking a dick cause her edges laid? I swear hate you bitches  http:/,0
RT @2Necklaceez: Im in this bitch yaaa I do my thanggg,0
RT @33mLENY: bae: lemme see your phone if you dont have hella hoes,0
RT @3High_Tae: Bruh this bitch booty so flat that its muscular  http://t.co/8vG3MAtceU,0
RT @3Much4TheseHoez: RT @iDntWearCondoms: If I DM u dont announce it to the timeline bitch Im tryna fuck on the low,0
RT @3_Much_: If u a messy bitch hell nawl i cant rock w. You,0
RT @3amado_carrillo: Just checked my watch n that bitch said sometimes,0
RT @3amado_carrillo: Rick James bitch,0
RT @40oz_VAN: Dont be that frontin ass bitch.,0
RT @4200Savage: Mama told me look rich act poor n neva trip ona bitch dat aint urs#gang,0
RT @4200Savage: Since a yungin bitch I been nat nigga,0
RT @44BINKO: @Say_Lil_Zack: I love female cops they b sum hoes too fuck da jakes,0
RT @44BINKO: @BreadTruckkBri  knwin I heard dat hoe changed,0
RT @44BINKO: @VoiceOfDStreetz  u a hoe,1
RT @44BINKO: @VoiceOfDStreetz she spazzed out dude dont have his hoes in line,0
RT @4550Empire: @QuintinMvP @_200_Soetan yea u know these lil bitches be stalking are twitter for they niggas,0
RT @490xl: why get attached to people when you can jump in a trash can and feel the same way,0
RT @49ant: down ass bitch RT @NewsBreaker: Aaron Hernandezs girlfriend lied to grand jury 29 times http://t.co/k6x3dUKhtf,1
RT @49ant: if she lives at home shes a little less likely to cheat on you and be a ho,0
RT @49ant: you aint getting no hoes to come back to the room with you if you staying at circus circus bruh,0
RT @49ers: Oregon State WR @brandincooks is a popular #49ers pick in recent mock drafts.,0
RT @510988: Ugliest bitches Ive ever seen  https://t.co/JLeYDCegf0,0
RT @516Jake: Hungover and feeling yyyyyeelllloooowwwwww @outlawdipper @mudjug1 #dbh #yellow http://t.co/hJe7v4aWdw,0
RT @5200LorA: im pregnant ass bitches,0
RT @5SOS: Its the best thing ever driving past crowds of people at shows and seeing bandannas coloured hair 5sos shirts that youve made o,0
RT @602StrangeAngel: Your Swags off fag sauce,2
RT @666joselopez: @Victorasap_ your voice mail little bitch ass nigga http://t.co/n9dMDtvWts,0
RT @6OLDAR: @lovelyweird0: I need their workout plan  http://t.co/XMnIm9YIVN third bitch had a fucking miracle,0
RT @6THGRADER: It doesnt matter who I make out with in Spin the Bottle because I only invite the hottest bitches to play. #ladykiller,0
RT @6THGRADER: Lol new kid at school... thinks he can take me at tetherball. Bout to show him why I get all the playground pussy. #baller #,0
RT @6THGRADER: Mom brought me McDonalds for lunch. I had all the bitches on me.,0
RT @6THGRADER: Today seems like as good a day as ever to bang some bitches and go for ice cream.,0
RT @718queens: I rather my girl be clingy than a hoe,0
RT @77StephanieG77: A portable septic tank. For allllll those pesky feelings.,0
RT @919Prince: If were together  and you dont like that bitch  I dont like that bitch either  http://t.co/2F2rERRGsM,0
RT @9_3TilInfinity: If I wanted my ex back believe me Id fucking go get they ass.  but I aint bout to dig through the trash.,0
RT @9acino_: My hoes are your hoes...but my wife is all mine #wisebrethrenwords,0
RT @A1lovely_: At least i say im crazy...some nigga gotta find out a bitch wild when she shooting at they ass,2
RT @A1rWick: Who cares who looks better between Blue Ivy,0
RT @A2daO: When dykes surround you https://t.co/yWegZs78Om,1
RT @ABCbirds1: #Colorado lawmakers consider nations 1st #wind energy legislation to protect #birds #bats. http://t.co/shwQYb76pw http://,0
RT @ABCbirds1: #Neonics are deadly to #birds like the American Kestrel and #bees. Ask @Lowes to take it off their shelves. #EcoWed http://t,0
RT @ACMobbDeep: @sugarhillgang00 @willyc14_ high flyers,0
RT @AC_Hussle: Bron pregame speeches be so trash though lmao,0
RT @AC_Hussle: Niggas love cuffing hoes then acting surprised when they turn out to be hoes.,0
RT @AC_Hussle: Real RT @iHitModelsRaw: All jokes aside the hoes I know some of the coolest women Ive ever met,0
RT @AC_Hussle: When yall having a good day she brings up a bitch from Twitter http://t.co/LQVLDxOwsH,0
RT @AChosenWord: Of rain showers,0
RT @AFBoycie: @BrockLesnar ill fight you ! Ya big daft cunt .,0
RT @AG2Pearl: Black Americans Are Worse Off Under BHO http://t.co/k4IwEugNyx Well researched article...bound to elicit cries of Uncle Tom,0
RT @AGRIcouture: Wow RT @RingkledSuccess: Lmao RT @badgalcash: bet not ever come to my house again dirty bitch http://t.co/Qv1rUzGsfJ,0
RT @AH_Michael: 12 lava cakes,0
RT @AIIAmericanGirI:,0
RT @AIanHangover: Bae means Before Anyone Else,0
RT @AIanHangover: what are you 15?,0
RT @AIanHangover: Be smart because you wont be pretty forever,2
RT @AIanHangover: I could never date someone who isnt goofy. Nobodys tryna date a bland boring ass bitch.,0
RT @AIanHangover: If Ive ever offended you,0
RT @AIanHangover: Karma is only a bitch to bitches.,0
RT @AIanHangover: No girl sucks dick but somehow all dudes get head. Dudes only fuck bad bitches yet all these ugly girls getting pregnant.,0
RT @AIanHangover: lets play a game called stop being a lil bitch,0
RT @AIlThese: All these clocks and we still dont have time for these hoes http://t.co/oZm4cQe5Me,0
RT @AJCOLEMANBABY: niggas be pressed for pussy it aint nothin,1
RT @ALMartinez32: @100granHman: @IamMrEchols @ALMartinez32 finding herself in the hoe section,0
RT @AMGLLCCEO: Social network got bitches heads like  http://t.co/BHMUO4x4VU,0
RT @AMGLLCCEO: When you die but a bad bitch walk in yo funeral  http://t.co/YZs9DQVqDV,0
RT @AP: Lifelong Yankee fan puts aside rooting interest and returns lost Red Sox World Series ring to rightful owner: http://t.co/GDLcpWDNoo,0
RT @APTheCreated: @bellabelcastro is the realest bitch I know. Lol,0
RT @AP_Noticias: #&#218;LTIMAHORA El republicano Charlie Baker elegido gobernador de Massachusetts. #Election2014 #APracecall http://t.co/qkbWQ,0
RT @ARIZZLEINDACUT: Females think dating a pussy is cute now? http://t.co/J8B2JaaDxK,0
RT @ASAPYams: bitches out here not lovin they self enuff for the both of us juheard,0
RT @ASAPYams: fresh razor blades in my goth bitch stocking,0
RT @ASAP_Ford: I hate when a nigga ask me Where the hoes? .... Nigga idfk !,4
RT @ASillyPsycho: Dont be a bitch to me. Ill be a bigger one and Ill win.,0
RT @ATL_PRiNCeSS: A real bitch know she gotta pluck dat nipple hair,0
RT @ATLienZ404: Why did you give birth to me you bitch http://t.co/nMoXKm4pwX,0
RT @ATypicalFemaIe: when a bitch gets smart and I look too cute to be ratchet http://t.co/OoTtkUxKRA,0
RT @AYEVERB: On twitter you ho%s can jus take a pic with your ass out and be somebody..smh...,0
RT @AYYSIAN: Lifes a bitch,0
RT @AZEALIABANKS: Ladies its a full moon. Which means pussy power is in full effect.. yall better get some dick tonnnnniiiiiiggggghhht!!!,0
RT @A_Brown_30: People r retarded for thinking you can eat clean food all day and lose weight. Calories are calories people.,0
RT @A_Mitchellll13: @10Longdong: Uni suuuucks!! Lolol you suck bitch,0
RT @A_Mitchellll13: My bestfriend got jumped by like 6-7 dudes n ur upset u have to pay fines...? -__________- gtfo bitch,0
RT @A_YoungPrince: Some pussy be so wet you gotta think about other things not to cum fast.... like damn i really failed the 6th grade,0
RT @A_single_bear: How would I look if I had feathers instead of fur? Would I be able to eat from a bird feeder without getting judging gla,0
RT @A_single_bear: I accidentally ate a few fireflies last night while chewing some leaves I found. The shameful yellow glow of my mouth wa,0
RT @AaronTheGoat: This bitch cant be serious... http://t.co/dVZegKeBGv,0
RT @AbbeyGoldd: Fuck Joo musts broke this niggas heart stealin his bitch if he that hurt with her,0
RT @AbortionFunds: Grateful for the profound hospitality of volunteers who open their homes to patients traveling long distances for abo ...,0
RT @ActuallyAmDolan: wen u look liek trash n sum1 complimentz u http://t.co/5AgYHBTFXh,1
RT @AdamSandy52: Bro forreal if you have beef with someone handle it your damn self dont be a lil bitch and bring other people in it. Be a,0
RT @AdamSank: Why does Julia Roberts seem completely shocked that shes been nominated? Hey,0
RT @AdamSchein: Great job by the Yankees giving Brian Cashman a new contract. The haters are just wrong. CC: @ChrisCarlinSNY,0
RT @AdamSchein: I think it is flat out wrong to blame Brian Cashman for the 2014 Yankees. @SNYtv,0
RT @AdamWeinstein: Working theory: This selective race abortion ban passed in Florida today was just an excuse for redneck reps to say ...,1
RT @Adddisonn: Smoke good weed with a bad bitch,1
RT @Adogg_34: @viva_based stealing a car and fuckin yo bitch,0
RT @AdolfNiggler: when an ugly bitch tells me to text her http://t.co/060glx19oR,1
RT @Adolfhibsta: First off,0
RT @Adolfhibsta: Ratchet ass bitch RT @TMZ: Nicki Minaj SMASHES UP her boyfriends Benz http://t.co/BXqD30Z6Nb http://t.co/gBgjiuIreF,1
RT @AdoreBellaaa: Never trippin on no hoes,0
RT @AdoreeLenaa: @_KudaBrazyy: Hella bored doing laundry like a bitch I sincerely hate your soul !,0
RT @Adrian1_knowsu: @0124jessi haha lml wrd no nah de pussy shit lol,0
RT @Adrian1_knowsu: @0124jessi lml se pasa de shunsha and no mi joda w ur bitch waaa,0
RT @AdviceToWriters: A bird doesnt sing because it has an answer,0
RT @Advil: remember when people bood One Direction and Gaga was having none of it. i love that bitch.,0
RT @Ahki117:  RT @K1ngMello: Lmfao @Ravie_loso: How side bitches be when you scoop them up in the daytime! http://t.co/W8sH2AlViA,0
RT @AidanGee1: How I feel playing flappy bird http://t.co/w3PrpiAhZQ,0
RT @AirSimba9: @Treslyon: Keyair angels female party promoters are not for me... Most party promoters are hoes them angel bitches are,0
RT @AirSimba9: @Treslyon: Tell a hoe NO for the sanctity of your relationship we gotta stop fucking these woman,0
RT @Airjack3: RT @1017_Sqquad: Iont got not type ... Bad bitches is the only thing that I like,0
RT @Airrogance: bitch im legal so im ridin round like rambo !,0
RT @AishaMoodMills: Fox News mocks victim of Ray Rice elevator assault: I think the message is,0
RT @AjalaPilgrim: @Selecta_kerry: So why everything u say ghetto u Hadda associate it with jordans  isnt it obvious ?,0
RT @AlaysiaMichelle: I just wanna get filthy rich have a nice big house full of bad bitches that I could fuck anytime I want,0
RT @Alejvndrv: @1ortiz1: Id rather be your niggah,0
RT @AlexDavisRaps: Pacer is short for pussy,0
RT @AlexDavisRaps: fuck. I forgot to wear a belt. ima feel like a coon all day now.,1
RT @AlexPappas: Rick Scott Refuses To Appear On Debate Stage Because Charlie Crist Has An Illegal Electronic Fan http://t.co/qTPeHb2seX via,0
RT @Alex_Alfarkh: Im a pussy,0
RT @Alex_Simonson: EVERYONE PRAY FOR MY BROTHER nothin wrong with him he just a bitch lmaoo http://t.co/uDKCfhBUIz,1
RT @AlexaSchwerer: @Jennchesss you and me both! probably some ghetto piece of shit who has nothing better to do with their lives...,0
RT @AlexiisStarr: #OccupySLU Ima fuck me a white bitch,1
RT @AlexisDiamond_: With his bitch ass,0
RT @AlfanoLisa: @Chris_1791 @MariaChappelleN Gee isnt cracker a racist term? So tired of these race baiters.,2
RT @AliAbunimah: The people of the ghetto are rising up and fighting back. Whose side are you on? #Gaza,0
RT @AlienAum: Chance. Acid rapper. Soccer hackey-sacker. Cocky khaki jacket jacker. Slap happy faggot slapper.,0
RT @AlissaOnelove: A nigga will talk down on a female with the same mouth he ate her pussy with..,1
RT @AliyahKorea: #Whiteculture thinking weave is ratchet and ghetto while extensions are perfectly fine.,0
RT @AllFucksGiven_: @TrentonStewart them hoes was actin up. You had to do it.,0
RT @AllHailTaron_: Bruh thank you Im about to start cumming in these hoes just to scare them. http://t.co/cMCek4h6cv,0
RT @AllHailTaron_: I got the deals for the low. I know you hoes lonely so fuck with these cuffing season specials.  http://t.co/YURpX99Hdb,0
RT @AllKnowA: We all know a bitch boy named Luke,0
RT @AllKnowA: We all know a bitch named Natalie,1
RT @Allan_Son: I got gatorades,0
RT @Alleycelestine: @ViriDoesItt: Kissin small lips is trash lol..!!! Yessssss,0
RT @AlliePeralta: @pushaxrocca: smh http://t.co/MCeh9G6rmu hoes like this are fucking it up for actual loyal girls smh.,0
RT @AllyMarshalll: Good riddance bitches  http://t.co/deQBjLFtxz,0
RT @AlmightyAlijah: Told yo bitch get on her knees I dont want no sex,0
RT @AlmightyVinny_: Im a soft more hoes dumb man,0
RT @AlmightyVinny_: Fucc hoes dats how I feel,0
RT @AlmightyVinny_: I can tell you a freak bitch dont lie to me,0
RT @AloneInMyOwnWar: Bitches always uploading pics of a famous couple doing simple shit,0
RT @AlvarezJackee: I turn into a bitch real quick.,0
RT @AlxJames10: I mean sometimes eating a carton of Double Stuf Oreos is your only option.,0
RT @Alyssamichh: @Tronkitty bad bitch,0
RT @AmEditing: Youre responsible for the story inside you. Dont let self-doubt cripple your #creativity. #AmEditing #AmWriting #WriteTip,0
RT @AmPowerBlog: @velvethammer Parent in Phoenix Says Administrators Made Her Son Wear Pink Fairy Wings on First Day of High School http://,0
RT @AmandaMarcotte: Not all men interrupt women to quibble over irrelevant issues for the sole purpose of derailing a conversation,0
RT @AmandaNer: @royaltyclubvp yeah after she fed up jealous skinny bitches and became one herself.,0
RT @AmazingTiming: Bad monkey! #AmazingTiming http://t.co/UD5XkiaNVt,0
RT @Amazing_Trey3: Im done wasting my time,0
RT @Ambeerrxoxo: Ill piss on a hoe,1
RT @Amber_Raynexxx: Taking my dad to dinner...Watching the NHL awards at the sports bar while both my dad and I bitch about this LA kings,0
RT @AmberrrNicollle: Do loyal bad bitches exist? Because I want one,0
RT @AmberrrNicollle: You tweet about how youre never good enough for a guy maybe its because youre a hoe,0
RT @AmberrrNicollle: Youre such a fake bitch hahaha,0
RT @Amoreshonta: @WestDontCare: Big bird has spoken  http://t.co/TxCcy3XIEc I was weak then I !,0
RT @Amos_Louis: Broke hoes 3 words Out my face,1
RT @AmyRoseKathryn: Justice for British seagull spray-painted red by thugs! The bird wont be able to fly anymore! http://t.co/8PyhwE4L8S h,0
RT @Amys22Cents I need to hit the lottery yo,0
RT @AnAbsurdBird: I just realised my library books are overdue if anyones looking for a bad bitch,0
RT @AnAbsurdBird: Of course the day I nip out with shit hair wearing my scruffy/but favourite stolen hoodie is the best time to bump into,0
RT @Anastacia_Cole: I like being Asian and all but its a struggle having squinty eyes in every picture,0
RT @AnayaL8ter: Im sorry ya woman shouldnt be helping you out financially unless thats ya wife these hoes dumb,0
RT @AndreShakti: Just took electric stim to my pussy! Eeek! Back on @KinkLive in 5 mins! http://t.co/41apcwSmQN,0
RT @AndrewLuck23: Charlie Crist says OCare has been great? #ccot #tcot #teaparty #PJNET #Independents @jjauthor @BettinaVLA @FLGovScott htt,0
RT @Andrew_Jordan54: @WeilAnthony pussy.,0
RT @AndrogyneAdvent: @verbally_abrupt yall got all the gay hoes,0
RT @AndrogyneAdvent: The thing about Houston and Austin gays is 99% are hoes,1
RT @AndyMilonakis: I bet Beyonces pussy tastes like a fresh caramel apple,0
RT @AndyMilonakis: You give these bitches the Amex once,0
RT @AndyyDotCom: You gotta be a weak bitch to let a couple tweets get you out of character.,0
RT @AngelGuapo23: @wigga32 cant dm wigga cause I cant even get a follow back,0
RT @AngelHaze: bye bitch. im blocking u RT @onikallah: @AngelHaze i drew you  http://t.co/60HiEbFWic,0
RT @AngelLongoria1: Neymar fell like a bitch,0
RT @Anisa_So_Thick: @MsSashaBelle ur a wack bitch who sells her pussy for $65.00,0
RT @Anisa_So_Thick: Now let me write your mom since I have her address let her know her daughter is in Miami selling pussy for $85,0
RT @Anisa_So_Thick: the next call will be to immigration w/ your I.d your sex reviews your ad bitch I warned you,1
RT @AnnCoulter: Invite me on your show,0
RT @AnnTelnaes: Halloween candy corn bird http://t.co/kTNbyuTYKw,0
RT @Annnna_dav69: I hate trailer trash,2
RT @Annnna_dav69: Ima make you my bitch,0
RT @Anointed_Mouf: Would be so happy,0
RT @Anotherpotheadd: Read my lips bitch,0
RT @AntBreezyOBB: Theses niggas hoes and these bitches greedy,1
RT @AnthonyBialy: .@SenatorReid Im sure this tweet will protect you from karmic payback,0
RT @AnthonyBialy: Well,3
RT @AntiCHILL: Just had a convo wit my ex n she reminded me y she is my ex smh idk y i even answerd for this bitch,0
RT @AntiJokeJamal: A dick has a sad life: His hair is a mess,0
RT @AntiJokeJamal: If you honk your horn .4 seconds after the light turns green,0
RT @Antonio10_C: Yo mother(dedication hoe) - rich homie Tono feat. Childish Miguelito young patty.....coming soon #sorry4thewait,0
RT @AntzInHerPantz: This what yall hoes want?  https://t.co/tAGjue7mr7,0
RT @AnunnakiGod: bitch what ocean is this?? http://t.co/YLkR2GeJ1Z,0
RT @AprilStearns: RT @GN192 Far right hero and all-around RWNJ DSouza took to twitter on Thanksgiving to mock Trayvon Martin,0
RT @Arbogucci: Brandon Phelps a hoe ass nigga And wen I see him Ima smack him like da lil bitch he is #300,2
RT @ArcticFox2016: 150 Christians MASSACRED By Jihadi Muslims While They Slept! Including Pastor,1
RT @ArianaGrande: Oh Torrence,0
RT @AriaunaDaVon: @WhitDAWGem_: @AriaunaDaVon: @WhitDAWGem_ bitch go to sleep. You have work in the morning. Lol yes master,0
RT @Arie_0723: Dont be a bitch to someone who can out bitch you.,0
RT @AriesSpears: These young cats being drafted in the NBA today are walking lotto tickets! Wait till these niggas find out that pussy come,2
RT @ArlisDoNotChill: This bitch played too much Subway Surfer http://t.co/BK5UnHQO3z,1
RT @ArmyBulldog20: @AcmeHandle Nothing that the Russians did in their support of the rebels surprises me. Putin views Obama as a pussy.,0
RT @Arrogantiii: Ona niggas Ill really beat dat hoe up,0
RT @ArtAdame1: Your mcm is a lil bitch,0
RT @AsaAkira: A bird just flew into my hotel room. Id rather get gangbanged by 10 Mandingos for 2 days straight than experience that again,0
RT @AsapCruz: Omg seriously do bitches still love Sosa??!?,0
RT @AshAmador: Started off with a OZ,0
RT @AshleighRollin: @ViriDoesItt: Kissin small lips is trash lol.. Trash,0
RT @AshlynnFullmer: This is my beach bitch @tonydecola http://t.co/uEqoEylafP,0
RT @AshtonMartin97: @WhitfordZach29 thats 5 years away from legal drinking age and 14 year old pussy ?? ahaha eat ice cream not pussy bud,0
RT @AsiaCakesss: Yall be makin your nigga microwaveable dinner. Meanwhile he out there eatin another bitch homemade dinner,1
RT @AskWhy05: I hat that I paint my beard shit... Just eat some pussy and grow you one dawg... Quit tryin to shortcut it,0
RT @AssPicsandVines: When you rubbing on her booty then start playing with her pussy with ya thumb &gt;&gt;&gt;&gt;&gt; http://t.co/JJQ5z1CAhg,0
RT @AssholeOfDaYear: Always a bit of irony in the air when chicks call strippers hoes then grind on yo dick 4 free to the same song stri ...,0
RT @AssholeOfDaYear: Beyonce made too many hoodrat anthems to not have been a hoe at some point in her life.,0
RT @AssholeOfDaYear: I hope my kids dont disappoint me by coming out ugly,0
RT @AssholeOfDaYear: Rudy Gay a faggot for not changing his last name once he got money.,2
RT @Asshole_God: Hate fags? The answers yes.,3
RT @AthIeteChamp: Destroying a team that talked trash before the game &gt;&gt;,0
RT @AtlasSmugged: women only play casual game like Kim K game anger bird. They dont play real games,0
RT @AudrianaReye: Thats my bitch man I swear,0
RT @AugustAlsina: @SharaPlus2: #AskAugust How Tall are you? I keep getting different answers from different people  @AugustAlsina&lt; abo,0
RT @AustinToEllen: Praying todays m&amp;g pictures dont come out yellow,0
RT @AutyAut_: I hate when people say you cant befriend a hoe. How bitch how!?,0
RT @AvengerStratus: Theres nothing hotter than a pale albino chick who can play guitar.,0
RT @AveryRondinelli: @tneut10 but then who is going to host the baddest bitch competition?,1
RT @Avery_Ave23: @iKeepItTooReal: When the trash bag is so full,0
RT @AwwAdorable: I want a pet monkey  http://t.co/8wy8gDJIEJ,0
RT @AwwBroYouAhHoe: Big booty bitches always win.,0
RT @Ay30Mayne: This next generation is being raised to be a bunch of mindless pussies with no discipline.,0
RT @AyGeraldJay: The ape was like Oh you niggas gon learn today  https://t.co/FYK1XeBgV7,1
RT @AyMrCarter: Apologies trash.. Whats understood aint gotta be explained,0
RT @AyeYoitsDupree: Rape is NEVER something to mock like this. I stand with Jada #jadapose http://t.co/uEbuOBwTbg,0
RT @AyeeDeb: Ray J is the perfect example of what happens when you give a lame nigga some pussy.,2
RT @Ayoo_Desiee: Got like 10 hoes  3 baes,0
RT @Ayyee_Vonte: Why do people have A Problem with Gay People? Know what,1
RT @AyyyeThatsChubb: Mama said no pussy cats inside my dog house,0
RT @AzlanTheGoat: These hoe aint loyal,0
RT @AzlanTheGoat: Females always talk about how on point their nails and eyebrows are,0
RT @B1B_Lancer: Cue the liberal lefts Uncle Tom attacks against Tim Scott in 4...3...2... #tcot #teaparty #GOP,1
RT @BALTsneakerShow: Water is wet. RT @202SOLE: Nike DC is trash.,2
RT @BARRYCLERJUSTE: Whatchu sayin hoe,0
RT @BBflockaJames: Point proven ima catch you bitch RT @Aj_Swagggg: @BBflockaJames ok bud,1
RT @BCniggas: I know plenty of hoes in love with they niggas but it be the same bitch fuckin niggas,0
RT @BG_RAMBOE: @1stblock_thomas: Gotta link with bro Rambo  fashoo nd we gotta PULL Up ona pussy boys,0
RT @BIGBROWNLEE: The Homie @WersMyLIGHTAAAA Got This bitch Rocken,0
RT @BIGHOMIEMARKIE: Dese bitches aint shit I get em high and feed em dick,0
RT @BIGTQMB: Just call me a nigger cause thats what u really want to say at the end of the day @pillz78,0
RT @BJayBlast: Damn near in love with all them hoes when Im with em.,0
RT @BJayBlast: I love my family,0
RT @BJayBlast: I really dont be tryna hoe nobody.. I eat,0
RT @BJayBlast: RT @Bdell1014: Your man insecure cause you make him feel like he gotta compete with other guys. Stop being a hoe stop choo,0
RT @BLACKHILTON Glad none of my followers can say they fucked #noway + yall hoes REALLY make this a goal...,0
RT @BLACKHILTON Some of yall hoes thighs be so thick and cant even walk + Yankee food,0
RT @BLVKOUT: @EMPRESSRAW: @Naezus: Best man ever RT @TRILL_A_G: Id fuck her right in the pussy!!!! http://t.co/Xfn5gaURXm my nigg,0
RT @BNaStY00037: Could you please refrain from being a dumb bitch,1
RT @BORNhvstler: If I see a bitch coming at me like this,0
RT @BOSSBITCH122513: Loyalty now lets get this money I got u,0
RT @BRANDONBARAY: update: u are still a bitch,0
RT @BRO_HEN314: ELI Manning is fucking trash rap,0
RT @BRO_HEN314: Game over bitch HAHAHAHA,0
RT @BVSEDXJESUS: I want a real relationship  no games,1
RT @BYEjaliee5SOS: Fine then dont rt little nigs,0
RT @B_Laff: @JRohrCockblock: im a faggot @JohnnyRohrCock,0
RT @B_Solo36: @paper_chaysin thats right. you dont marry hoes,0
RT @BaabyD_: lol im off this brooo. bitches janky.,0
RT @BabbbyGirl0317: #honestyhour no bitch better try to fuck with my girl cause I will go off,0
RT @BabyAnimalPics: really bitch? http://t.co/4dvJ9SHRJ5,0
RT @BadAdviceDog: r u african because ur african bitch,0
RT @BadAdviceDog: when you look like trash and someone compliments you http://t.co/RRQzsYM4tY,1
RT @BadBish_Rollaan: @WhitDAWGem_: Im HUNGRY I wont give a bitch a time or day. Im trying take care business,0
RT @BadNewsAli: Look at ya boy @Quanb24 RT @DrydenNeal: Nigga a faggot RT @So_Leaux: Bruh RT @worstrapIyrics: Chance The Rapper http://t.co,2
RT @BadNewsAli: You really are a faggot if you say that match was bad. Stop watching,1
RT @BaddieBellaDona: Instant mashed potatoes are trash,0
RT @BaileyAdams22: When Charlie Crist said Rick Scott,0
RT @BallOut057: @1stBlocJeremiah: My Tryna make me go to church Tommrow .. Hell nawl dude bitch text me back,0
RT @BallOut057: @1stBlocJeremiah this bitch think look like Rihanna ?  http://t.co/o7Q3CMDPnt,0
RT @BallOut057: @1stBlocJeremiah when Im 18 them bitches getting erased,0
RT @BallOut057: Free Tino lul hoe,1
RT @Ballardddd: If @victorgee97 or @Lyyssaaaaaa dont know you then you are not welcome on saturday bitches #privileges,0
RT @BallinInHD: Behind every lame ass nigga... is a lame ass bitch that is constantly telling him how real he is...,0
RT @BamBam_131st: @1stBlocJeremiah ima beat yo lil young ass quick plyin hoe,0
